session_id,timestamp,round,player,hand_index,dealer_name,hand_cards_before,hand_total_before,is_soft,dealer_upcard,visible_cards,cards_remaining,decks_in_play,valid_actions,action_taken,basic_strategy_action,drinking_mode,mode,bet_amount,wager,is_npc,hand_result
Heart54,1782586326.6325781,21,David,1,David,7♥ 9♥,16,False,9♦,9♠ 8♦ 5♠ Q♣ 7♥ 9♥ 4♠ A♠ 9♦,42,1,"h,s,d",s,h,True,digital,,1,False,win
Heart54,1782586333.2228973,21,David,2,David,4♠ A♠,15,True,9♦,9♠ 8♦ 5♠ Q♣ 7♥ 9♥ 4♠ A♠ 9♦,42,1,"h,s,d",d,h,True,digital,,1,False,win
Heart54,1782586391.3386364,22,David,1,Rob,4♠ 3♠,7,False,2♣,2♥ 2♦ 10♠ 5♠ 4♠ 3♠ 9♦ 3♦ 2♣,42,1,"h,s,d",h,h,True,digital,,1,False,win
Heart54,1782586396.6300602,22,David,1,Rob,4♠ 3♠ 9♣,16,False,2♣,2♥ 2♦ 10♠ 5♠ 4♠ 3♠ 9♣ 9♦ 3♦ 2♣,41,1,"h,s",h,s,True,digital,,1,False,win
Heart54,1782586408.7840128,22,David,1,Rob,4♠ 3♠ 9♣ A♦,17,False,2♣,2♥ 2♦ 10♠ 5♠ 4♠ 3♠ 9♣ A♦ 9♦ 3♦ 2♣,40,1,"h,s",s,s,True,digital,,1,False,win
Heart54,1782586409.572948,22,David,2,Rob,9♦ 3♦,12,False,2♣,2♥ 2♦ 10♠ 5♠ 4♠ 3♠ 9♣ A♦ 9♦ 3♦ 2♣,40,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782586413.247013,22,David,2,Rob,9♦ 3♦ 4♣,16,False,2♣,2♥ 2♦ 10♠ 5♠ 4♠ 3♠ 9♣ A♦ 9♦ 3♦ 4♣ 2♣,39,1,"h,s",h,s,True,digital,,1,False,loss
Heart54,1782586416.0519578,22,Rob,1,Rob,2♥ 2♦,4,False,2♣,2♥ 2♦ 10♠ 5♠ 4♠ 3♠ 9♣ A♦ 9♦ 3♦ 4♣ 7♦ 2♣,38,1,"h,s,d,sp",sp,sp,True,digital,,1,False,win
Heart54,1782586418.877175,22,Rob,1,Rob,2♥ 5♣,7,False,2♣,2♥ 5♣ 2♦ 10♠ 5♠ 4♠ 3♠ 9♣ A♦ 9♦ 3♦ 4♣ 7♦ 2♣,37,1,"h,s,d",d,h,True,digital,,1,False,win
Heart54,1782586421.9937098,22,Rob,2,Rob,2♦ 5♥,7,False,2♣,2♥ 5♣ Q♣ 2♦ 5♥ 10♠ 5♠ 4♠ 3♠ 9♣ A♦ 9♦ 3♦ 4♣ 7♦ 2♣,35,1,"h,s,d",h,h,True,digital,,1,False,win
Heart54,1782586423.7690716,22,Rob,2,Rob,2♦ 5♥ J♦,17,False,2♣,2♥ 5♣ Q♣ 2♦ 5♥ J♦ 10♠ 5♠ 4♠ 3♠ 9♣ A♦ 9♦ 3♦ 4♣ 7♦ 2♣,34,1,"h,s",s,s,True,digital,,1,False,win
Heart54,1782586424.330843,22,Rob,3,Rob,10♠ 5♠,15,False,2♣,2♥ 5♣ Q♣ 2♦ 5♥ J♦ 10♠ 5♠ 4♠ 3♠ 9♣ A♦ 9♦ 3♦ 4♣ 7♦ 2♣,34,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782586460.9236367,23,David,1,Rob,Q♦ 5♣,15,False,Q♣,7♦ 4♠ 2♣ 8♣ Q♦ 5♣ 6♥ 4♣ Q♣,42,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782586464.6500251,23,David,2,Rob,6♥ 4♣,10,False,Q♣,7♦ 4♠ 2♣ 8♣ Q♦ 5♣ 7♠ 6♥ 4♣ Q♣,41,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782586465.4859078,23,Rob,1,Rob,7♦ 4♠,11,False,Q♣,7♦ 4♠ 2♣ 8♣ Q♦ 5♣ 7♠ 6♥ 4♣ 6♠ Q♣,40,1,"h,s,d",d,d,True,digital,,1,False,push
Heart54,1782586466.0454395,23,Rob,2,Rob,2♣ 8♣,10,False,Q♣,7♦ 4♠ 9♣ 2♣ 8♣ Q♦ 5♣ 7♠ 6♥ 4♣ 6♠ Q♣,39,1,"h,s,d",d,d,True,digital,,1,False,push
Heart54,1782586612.500341,24,Rob,1,David,8♣ 9♣,17,False,K♣,8♣ 9♣ 6♦ Q♠ K♠ A♠ 5♦ 10♠ K♣,42,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782586613.1734595,24,Rob,2,David,6♦ Q♠,16,False,K♣,8♣ 9♣ 6♦ Q♠ K♠ A♠ 5♦ 10♠ K♣,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782586616.600044,24,David,2,David,5♦ 10♠,15,False,K♣,8♣ 9♣ 6♦ Q♠ K♠ A♠ 5♦ 10♠ K♣,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782586664.9663827,25,Rob,1,David,9♥ A♥,20,True,7♦,9♥ A♥ 9♣ 3♥ 6♣ K♦ 10♣ 3♦ 7♦,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782586666.0417216,25,Rob,2,David,9♣ 3♥,12,False,7♦,9♥ A♥ 9♣ 3♥ 6♣ K♦ 10♣ 3♦ 7♦,42,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782586669.0041819,25,David,1,David,6♣ K♦,16,False,7♦,9♥ A♥ 9♣ 3♥ K♣ 6♣ K♦ 10♣ 3♦ 7♦,41,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782586669.469383,25,David,2,David,10♣ 3♦,13,False,7♦,9♥ A♥ 9♣ 3♥ K♣ 6♣ K♦ 10♣ 3♦ 7♦,41,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782586702.154024,26,David,1,Rob,5♠ 6♠,11,False,10♥,10♠ 2♠ Q♠ 3♥ 5♠ 6♠ 6♦ 4♦ 10♥,42,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782586702.8553069,26,David,2,Rob,6♦ 4♦,10,False,10♥,10♠ 2♠ Q♠ 3♥ 5♠ 6♠ 2♦ 6♦ 4♦ 10♥,41,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782586708.2170782,26,Rob,1,Rob,10♠ 2♠,12,False,10♥,10♠ 2♠ Q♠ 3♥ 5♠ 6♠ 2♦ 6♦ 4♦ K♥ 10♥,40,1,"h,s,d",h,h,True,digital,,1,False,win
Heart54,1782586712.3378553,26,Rob,1,Rob,10♠ 2♠ A♣,13,False,10♥,10♠ 2♠ A♣ Q♠ 3♥ 5♠ 6♠ 2♦ 6♦ 4♦ K♥ 10♥,39,1,"h,s",h,h,True,digital,,1,False,win
Heart54,1782586713.878257,26,Rob,1,Rob,10♠ 2♠ A♣ 7♣,20,False,10♥,10♠ 2♠ A♣ 7♣ Q♠ 3♥ 5♠ 6♠ 2♦ 6♦ 4♦ K♥ 10♥,38,1,"h,s",s,s,True,digital,,1,False,win
Heart54,1782586764.4641802,26,Rob,2,Rob,Q♠ 3♥,13,False,10♥,10♠ 2♠ A♣ 7♣ Q♠ 3♥ 5♠ 6♠ 2♦ 6♦ 4♦ K♥ 10♥,38,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782587091.1383946,27,David,1,Rob,4♠ K♠,14,False,7♥,8♥ A♥ J♣ 10♠ 4♠ K♠ 3♥ A♦ 7♥,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782587092.5301688,27,David,2,Rob,3♥ A♦,14,True,7♥,8♥ A♥ J♣ 10♠ 4♠ K♠ 3♥ A♦ 7♥,42,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782587096.6419332,27,David,2,Rob,3♥ A♦ Q♦,14,False,7♥,8♥ A♥ J♣ 10♠ 4♠ K♠ 3♥ A♦ Q♦ 7♥,41,1,"h,s",s,h,True,digital,,1,False,loss
Heart54,1782587098.4553971,27,Rob,1,Rob,8♥ A♥,19,True,7♥,8♥ A♥ J♣ 10♠ 4♠ K♠ 3♥ A♦ Q♦ 7♥,41,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782587101.7547274,27,Rob,2,Rob,J♣ 10♠,20,False,7♥,8♥ A♥ J♣ 10♠ 4♠ K♠ 3♥ A♦ Q♦ 7♥,41,1,"h,s,d,sp",sp,sp,True,digital,,1,False,push
Heart54,1782587103.2437184,27,Rob,2,Rob,J♣ 7♦,17,False,7♥,8♥ A♥ J♣ 7♦ 10♠ 4♠ K♠ 3♥ A♦ Q♦ 7♥,40,1,"h,s,d",s,s,True,digital,,1,False,push
Heart54,1782587104.081854,27,Rob,3,Rob,10♠ 9♣,19,False,7♥,8♥ A♥ J♣ 7♦ 10♠ 9♣ 4♠ K♠ 3♥ A♦ Q♦ 7♥,39,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782587156.4997354,28,Rob,1,David,J♥ 4♣,14,False,10♦,J♥ 4♣ A♠ 7♠ K♦ 3♠ 7♦ Q♦ 10♦,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782587157.810022,28,Rob,2,David,A♠ 7♠,18,True,10♦,J♥ 4♣ A♠ 7♠ K♦ 3♠ 7♦ Q♦ 10♦,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782587160.4768858,28,David,1,David,K♦ 3♠,13,False,10♦,J♥ 4♣ A♠ 7♠ K♦ 3♠ 7♦ Q♦ 10♦,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782587161.0812461,28,David,2,David,7♦ Q♦,17,False,10♦,J♥ 4♣ A♠ 7♠ K♦ 3♠ 7♦ Q♦ 10♦,42,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782587212.1918933,29,David,1,Rob,3♣ J♥,13,False,2♥,3♠ 9♥ 10♣ 5♦ 3♣ J♥ A♣ 8♣ 2♥,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782587212.5031083,29,David,2,Rob,A♣ 8♣,19,True,2♥,3♠ 9♥ 10♣ 5♦ 3♣ J♥ A♣ 8♣ 2♥,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782587214.5208156,29,Rob,1,Rob,3♠ 9♥,12,False,2♥,3♠ 9♥ 10♣ 5♦ 3♣ J♥ A♣ 8♣ 2♥,42,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782587215.6786945,29,Rob,2,Rob,10♣ 5♦,15,False,2♥,3♠ 9♥ K♠ 10♣ 5♦ 3♣ J♥ A♣ 8♣ 2♥,41,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782587249.4981887,30,David,1,Rob,3♠ A♠,14,True,9♠,2♠ 7♥ 9♥ J♠ 3♠ A♠ 10♠ 6♠ 9♠,42,1,"h,s,d",s,h,True,digital,,1,False,win
Heart54,1782587250.1480055,30,David,2,Rob,10♠ 6♠,16,False,9♠,2♠ 7♥ 9♥ J♠ 3♠ A♠ 10♠ 6♠ 9♠,42,1,"h,s,d",s,h,True,digital,,1,False,win
Heart54,1782587252.1938674,30,Rob,1,Rob,2♠ 7♥,9,False,9♠,2♠ 7♥ 9♥ J♠ 3♠ A♠ 10♠ 6♠ 9♠,42,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782587253.0936933,30,Rob,2,Rob,9♥ J♠,19,False,9♠,2♠ 7♥ K♥ 9♥ J♠ 3♠ A♠ 10♠ 6♠ 9♠,41,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782587308.3359663,31,Rob,1,David,8♠ K♥,18,False,A♣,8♠ K♥ J♠ 10♣ 5♣ 6♠ 3♠ 6♣ A♣,42,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782587309.5868974,31,Rob,2,David,J♠ 10♣,20,False,A♣,8♠ K♥ J♠ 10♣ 5♣ 6♠ 3♠ 6♣ A♣,42,1,"h,s,d,sp",sp,sp,True,digital,,1,False,loss
Heart54,1782587313.2362256,31,Rob,2,David,J♠ 2♣,12,False,A♣,8♠ K♥ J♠ 2♣ 10♣ 5♣ 6♠ 3♠ 6♣ A♣,41,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782587321.586483,31,Rob,2,David,J♠ 2♣ A♥,13,False,A♣,8♠ K♥ J♠ 2♣ A♥ 10♣ 5♣ 6♠ 3♠ 6♣ A♣,40,1,"h,s",s,h,True,digital,,1,False,loss
Heart54,1782587324.207686,31,Rob,3,David,10♣ 9♠,19,False,A♣,8♠ K♥ J♠ 2♣ A♥ 10♣ 9♠ 5♣ 6♠ 3♠ 6♣ A♣,39,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782587326.2419498,31,David,1,David,5♣ 6♠,11,False,A♣,8♠ K♥ J♠ 2♣ A♥ 10♣ 9♠ 5♣ 6♠ 3♠ 6♣ A♣,39,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782587327.598402,31,David,2,David,3♠ 6♣,9,False,A♣,8♠ K♥ J♠ 2♣ A♥ 10♣ 9♠ 5♣ 6♠ 2♥ 3♠ 6♣ A♣,38,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782587371.9184697,32,David,1,Rob,5♦ 8♥,13,False,3♣,6♠ 10♠ K♦ 8♣ 5♦ 8♥ 3♦ J♦ 3♣,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782587372.3774652,32,David,2,Rob,3♦ J♦,13,False,3♣,6♠ 10♠ K♦ 8♣ 5♦ 8♥ 3♦ J♦ 3♣,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782587373.1407316,32,Rob,1,Rob,6♠ 10♠,16,False,3♣,6♠ 10♠ K♦ 8♣ 5♦ 8♥ 3♦ J♦ 3♣,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782587373.4913034,32,Rob,2,Rob,K♦ 8♣,18,False,3♣,6♠ 10♠ K♦ 8♣ 5♦ 8♥ 3♦ J♦ 3♣,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782587471.9526656,33,Rob,1,David,K♦ 8♣,18,False,K♠,K♦ 8♣ 8♥ 3♥ 7♠ 4♣ 2♣ 9♥ K♠,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782587473.0652373,33,Rob,2,David,8♥ 3♥,11,False,K♠,K♦ 8♣ 8♥ 3♥ 7♠ 4♣ 2♣ 9♥ K♠,42,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782587473.9340532,33,David,1,David,7♠ 4♣,11,False,K♠,K♦ 8♣ 8♥ 3♥ 5♥ 7♠ 4♣ 2♣ 9♥ K♠,41,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782587474.4132466,33,David,2,David,2♣ 9♥,11,False,K♠,K♦ 8♣ 8♥ 3♥ 5♥ 7♠ 4♣ J♣ 2♣ 9♥ K♠,40,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782587606.2570848,34,David,1,Rob,3♥ 8♣,11,False,A♥,6♥ 3♠ 10♥ Q♦ 3♥ 8♣ 7♠ 6♠ A♥,42,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782587607.4884374,34,David,2,Rob,7♠ 6♠,13,False,A♥,6♥ 3♠ 10♥ Q♦ 3♥ 8♣ 2♦ 7♠ 6♠ A♥,41,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782587609.391926,34,Rob,1,Rob,6♥ 3♠,9,False,A♥,6♥ 3♠ 10♥ Q♦ 3♥ 8♣ 2♦ 7♠ 6♠ A♥,41,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782587610.6462479,34,Rob,2,Rob,10♥ Q♦,20,False,A♥,6♥ 3♠ K♠ 10♥ Q♦ 3♥ 8♣ 2♦ 7♠ 6♠ A♥,40,1,"h,s,d,sp",sp,sp,True,digital,,1,False,push
Heart54,1782587614.0046582,34,Rob,3,Rob,Q♦ 5♥,15,False,A♥,6♥ 3♠ K♠ 10♥ A♣ Q♦ 5♥ 3♥ 8♣ 2♦ 7♠ 6♠ A♥,38,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782587864.4749777,35,David,1,Rob,5♠ 7♦,12,False,J♠,2♠ 8♠ J♦ 6♠ 5♠ 7♦ 5♦ 3♠ J♠,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782587867.733938,35,David,2,Rob,5♦ 3♠,8,False,J♠,2♠ 8♠ J♦ 6♠ 5♠ 7♦ 5♦ 3♠ J♠,42,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782587875.7762399,35,David,2,Rob,5♦ 3♠ 4♣,12,False,J♠,2♠ 8♠ J♦ 6♠ 5♠ 7♦ 5♦ 3♠ 4♣ J♠,41,1,"h,s",s,h,True,digital,,1,False,loss
Heart54,1782587876.590269,35,Rob,1,Rob,2♠ 8♠,10,False,J♠,2♠ 8♠ J♦ 6♠ 5♠ 7♦ 5♦ 3♠ 4♣ J♠,41,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782587877.6608045,35,Rob,2,Rob,J♦ 6♠,16,False,J♠,2♠ 8♠ 4♠ J♦ 6♠ 5♠ 7♦ 5♦ 3♠ 4♣ J♠,40,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782587942.1658938,36,Rob,1,David,5♥ 3♥,8,False,Q♣,5♥ 3♥ 7♠ 7♣ 10♣ A♠ 9♠ 10♦ Q♣,42,1,"h,s,d",d,h,True,digital,,1,False,loss
Heart54,1782587943.5711439,36,Rob,2,David,7♠ 7♣,14,False,Q♣,5♥ 3♥ 4♥ 7♠ 7♣ 10♣ A♠ 9♠ 10♦ Q♣,41,1,"h,s,d,sp",sp,h,True,digital,,1,False,push
Heart54,1782587946.4776697,36,Rob,2,David,7♠ 2♣,9,False,Q♣,5♥ 3♥ 4♥ 7♠ 2♣ 7♣ 10♣ A♠ 9♠ 10♦ Q♣,40,1,"h,s,d",d,d,True,digital,,1,False,push
Heart54,1782587949.8471377,36,Rob,3,David,7♣ 8♥,15,False,Q♣,5♥ 3♥ 4♥ 7♠ 2♣ A♣ 7♣ 8♥ 10♣ A♠ 9♠ 10♦ Q♣,38,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782587951.892605,36,David,2,David,9♠ 10♦,19,False,Q♣,5♥ 3♥ 4♥ 7♠ 2♣ A♣ 7♣ 8♥ 10♣ A♠ 9♠ 10♦ Q♣,38,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782588204.3739216,37,Rob,1,David,Q♠ Q♥,20,False,4♥,Q♠ Q♥ 9♣ 10♦ 7♥ K♥ 6♥ K♣ 4♥,42,1,"h,s,d,sp",sp,sp,True,digital,,1,False,win
Heart54,1782588205.8261657,37,Rob,1,David,Q♠ J♦,20,False,4♥,Q♠ J♦ Q♥ 9♣ 10♦ 7♥ K♥ 6♥ K♣ 4♥,41,1,"h,s,d,sp",sp,sp,True,digital,,1,False,win
Heart54,1782588208.6336057,37,Rob,1,David,Q♠ 7♣,17,False,4♥,Q♠ 7♣ J♦ Q♥ 9♣ 10♦ 7♥ K♥ 6♥ K♣ 4♥,40,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588211.3739972,37,Rob,2,David,J♦ 5♣,15,False,4♥,Q♠ 7♣ J♦ 5♣ Q♥ 9♣ 10♦ 7♥ K♥ 6♥ K♣ 4♥,39,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588213.9733622,37,Rob,3,David,Q♥ J♠,20,False,4♥,Q♠ 7♣ J♦ 5♣ Q♥ J♠ 9♣ 10♦ 7♥ K♥ 6♥ K♣ 4♥,38,1,"h,s,d,sp",sp,sp,True,digital,,1,False,win
Heart54,1782588216.0123715,37,Rob,3,David,Q♥ 9♠,19,False,4♥,Q♠ 7♣ J♦ 5♣ Q♥ 9♠ J♠ 9♣ 10♦ 7♥ K♥ 6♥ K♣ 4♥,37,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588221.7486212,37,Rob,4,David,J♠ 3♥,13,False,4♥,Q♠ 7♣ J♦ 5♣ Q♥ 9♠ J♠ 3♥ 9♣ 10♦ 7♥ K♥ 6♥ K♣ 4♥,36,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588223.4995422,37,Rob,5,David,9♣ 10♦,19,False,4♥,Q♠ 7♣ J♦ 5♣ Q♥ 9♠ J♠ 3♥ 9♣ 10♦ 7♥ K♥ 6♥ K♣ 4♥,36,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588225.547417,37,David,1,David,7♥ K♥,17,False,4♥,Q♠ 7♣ J♦ 5♣ Q♥ 9♠ J♠ 3♥ 9♣ 10♦ 7♥ K♥ 6♥ K♣ 4♥,36,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588225.9673994,37,David,2,David,6♥ K♣,16,False,4♥,Q♠ 7♣ J♦ 5♣ Q♥ 9♠ J♠ 3♥ 9♣ 10♦ 7♥ K♥ 6♥ K♣ 4♥,36,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588272.3702948,38,David,1,Rob,2♣ 3♦,5,False,2♦,J♠ 6♦ J♥ 4♠ 2♣ 3♦ 6♠ 5♥ 2♦,42,1,"h,s,d",h,h,True,digital,,1,False,win
Heart54,1782588276.5698633,38,David,1,Rob,2♣ 3♦ 9♥,14,False,2♦,J♠ 6♦ J♥ 4♠ 2♣ 3♦ 9♥ 6♠ 5♥ 2♦,41,1,"h,s",s,s,True,digital,,1,False,win
Heart54,1782588277.7167954,38,David,2,Rob,6♠ 5♥,11,False,2♦,J♠ 6♦ J♥ 4♠ 2♣ 3♦ 9♥ 6♠ 5♥ 2♦,41,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782588280.537316,38,Rob,1,Rob,J♠ 6♦,16,False,2♦,J♠ 6♦ J♥ 4♠ 2♣ 3♦ 9♥ 6♠ 5♥ 5♣ 2♦,40,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588280.7648373,38,Rob,2,Rob,J♥ 4♠,14,False,2♦,J♠ 6♦ J♥ 4♠ 2♣ 3♦ 9♥ 6♠ 5♥ 5♣ 2♦,40,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588335.9878855,39,Rob,2,David,Q♣ 6♦,16,False,K♠,A♦ 10♠ Q♣ 6♦ 9♦ 4♥ J♣ 9♥ K♠,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588342.3291435,39,David,1,David,9♦ 4♥,13,False,K♠,A♦ 10♠ Q♣ 6♦ 9♦ 4♥ J♣ 9♥ K♠,42,1,"h,s,d",h,h,True,digital,,1,False,push
Heart54,1782588344.2053115,39,David,1,David,9♦ 4♥ 5♥,18,False,K♠,A♦ 10♠ Q♣ 6♦ 9♦ 4♥ 5♥ J♣ 9♥ K♠,41,1,"h,s",s,s,True,digital,,1,False,push
Heart54,1782588344.8005075,39,David,2,David,J♣ 9♥,19,False,K♠,A♦ 10♠ Q♣ 6♦ 9♦ 4♥ 5♥ J♣ 9♥ K♠,41,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588380.5423608,40,Rob,1,David,Q♥ 5♠,15,False,7♦,Q♥ 5♠ 4♦ 9♦ 4♠ 6♣ K♥ 10♠ 7♦,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588381.2320983,40,Rob,2,David,4♦ 9♦,13,False,7♦,Q♥ 5♠ 4♦ 9♦ 4♠ 6♣ K♥ 10♠ 7♦,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588382.6574037,40,David,1,David,4♠ 6♣,10,False,7♦,Q♥ 5♠ 4♦ 9♦ 4♠ 6♣ K♥ 10♠ 7♦,42,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782588384.146865,40,David,2,David,K♥ 10♠,20,False,7♦,Q♥ 5♠ 4♦ 9♦ 4♠ 6♣ 6♦ K♥ 10♠ 7♦,41,1,"h,s,d,sp",sp,sp,True,digital,,1,False,loss
Heart54,1782588386.0932753,40,David,2,David,K♥ 7♥,17,False,7♦,Q♥ 5♠ 4♦ 9♦ 4♠ 6♣ 6♦ K♥ 7♥ 10♠ 7♦,40,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782588389.308944,40,David,3,David,10♠ Q♣,20,False,7♦,Q♥ 5♠ 4♦ 9♦ 4♠ 6♣ 6♦ K♥ 7♥ 10♠ Q♣ 7♦,39,1,"h,s,d,sp",sp,sp,True,digital,,1,False,loss
Heart54,1782588394.0796885,40,David,3,David,10♠ 3♥,13,False,7♦,Q♥ 5♠ 4♦ 9♦ 4♠ 6♣ 6♦ K♥ 7♥ 10♠ 3♥ Q♣ 7♦,38,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588445.5636163,40,David,4,David,Q♣ 6♥,16,False,7♦,Q♥ 5♠ 4♦ 9♦ 4♠ 6♣ 6♦ K♥ 7♥ 10♠ 3♥ Q♣ 6♥ 7♦,37,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588497.7849202,41,David,1,Rob,6♠ 6♥,12,False,10♣,A♦ J♣ 7♥ 9♥ 6♠ 6♥ 2♥ K♠ 10♣,42,1,"h,s,d,sp",sp,h,True,digital,,1,False,loss
Heart54,1782588505.284729,41,David,1,Rob,6♠ 10♥,16,False,10♣,A♦ J♣ 7♥ 9♥ 6♠ 10♥ 6♥ 2♥ K♠ 10♣,41,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588507.8759215,41,David,2,Rob,6♥ 5♥,11,False,10♣,A♦ J♣ 7♥ 9♥ 6♠ 10♥ 6♥ 5♥ 2♥ K♠ 10♣,40,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782588516.0502212,41,David,3,Rob,2♥ K♠,12,False,10♣,A♦ J♣ 7♥ 9♥ 6♠ 10♥ 6♥ 5♥ Q♠ 2♥ K♠ 10♣,39,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588516.681622,41,Rob,2,Rob,7♥ 9♥,16,False,10♣,A♦ J♣ 7♥ 9♥ 6♠ 10♥ 6♥ 5♥ Q♠ 2♥ K♠ 10♣,39,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588545.739513,42,David,1,Rob,8♦ 7♥,15,False,10♥,8♥ K♣ 9♥ K♦ 8♦ 7♥ 5♥ 6♠ 10♥,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588546.6077971,42,David,2,Rob,5♥ 6♠,11,False,10♥,8♥ K♣ 9♥ K♦ 8♦ 7♥ 5♥ 6♠ 10♥,42,1,"h,s,d",d,d,True,digital,,1,False,push
Heart54,1782588548.2366931,42,Rob,1,Rob,8♥ K♣,18,False,10♥,8♥ K♣ 9♥ K♦ 8♦ 7♥ 5♥ 6♠ 7♣ 10♥,41,1,"h,s,d",s,s,True,digital,,1,False,push
Heart54,1782588548.5012875,42,Rob,2,Rob,9♥ K♦,19,False,10♥,8♥ K♣ 9♥ K♦ 8♦ 7♥ 5♥ 6♠ 7♣ 10♥,41,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588582.9977458,43,Rob,1,David,2♣ 6♦,8,False,4♣,2♣ 6♦ 7♠ 8♥ 8♠ 5♦ 6♠ 5♥ 4♣,42,1,"h,s,d",d,h,True,digital,,1,False,loss
Heart54,1782588585.026897,43,Rob,2,David,7♠ 8♥,15,False,4♣,2♣ 6♦ K♥ 7♠ 8♥ 8♠ 5♦ 6♠ 5♥ 4♣,41,1,"h,s,d",s,s,True,digital,,1,False,loss
