session_id,timestamp,round,player,hand_index,dealer_name,hand_cards_before,hand_total_before,is_soft,dealer_upcard,visible_cards,cards_remaining,decks_in_play,valid_actions,action_taken,basic_strategy_action,drinking_mode,mode,bet_amount,wager,is_npc,hand_result
Heart54,1782584516.905341,3,David,1,Rob,K♥ 9♦,19,False,3♣,7♥ 7♦ 9♣ 5♦ K♥ 9♦ K♣ 6♦ 3♣,42,1,"h,s,d",s,s,True,digital,,1,False,push
Heart54,1782584517.5049047,3,David,2,Rob,K♣ 6♦,16,False,3♣,7♥ 7♦ 9♣ 5♦ K♥ 9♦ K♣ 6♦ 3♣,42,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782584530.2566938,3,Rob,1,Rob,7♥ 7♦,14,False,3♣,7♥ 7♦ 9♣ 5♦ K♥ 9♦ K♣ 6♦ 3♣,42,1,"h,s,d,sp",sp,sp,True,digital,,1,False,loss
Heart54,1782584534.431439,3,Rob,1,Rob,7♥ A♥,18,True,3♣,7♥ A♥ 7♦ 9♣ 5♦ K♥ 9♦ K♣ 6♦ 3♣,41,1,"h,s,d",s,d,True,digital,,1,False,loss
Heart54,1782584535.8528478,3,Rob,2,Rob,7♦ 2♠,9,False,3♣,7♥ A♥ 7♦ 2♠ 9♣ 5♦ K♥ 9♦ K♣ 6♦ 3♣,40,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782584537.0516481,3,Rob,3,Rob,9♣ 5♦,14,False,3♣,7♥ A♥ 7♦ 2♠ 6♥ 9♣ 5♦ K♥ 9♦ K♣ 6♦ 3♣,39,1,"h,s,d",h,s,True,digital,,1,False,win
Heart54,1782584630.222331,4,David,1,Rob,8♥ 10♠,18,False,J♠,6♥ A♥ 2♠ 3♠ 8♥ 10♠ 8♣ K♥ J♠,42,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782584630.6333537,4,David,2,Rob,8♣ K♥,18,False,J♠,6♥ A♥ 2♠ 3♠ 8♥ 10♠ 8♣ K♥ J♠,42,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782584718.5970116,4,Rob,1,Rob,6♥ A♥,17,True,J♠,6♥ A♥ 2♠ 3♠ 8♥ 10♠ 8♣ K♥ J♠,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782584719.6976933,4,Rob,2,Rob,2♠ 3♠,5,False,J♠,6♥ A♥ 2♠ 3♠ 8♥ 10♠ 8♣ K♥ J♠,42,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782584720.8756561,4,Rob,2,Rob,2♠ 3♠ 4♥,9,False,J♠,6♥ A♥ 2♠ 3♠ 4♥ 8♥ 10♠ 8♣ K♥ J♠,41,1,"h,s",h,h,True,digital,,1,False,loss
Heart54,1782584722.4063866,4,Rob,2,Rob,2♠ 3♠ 4♥ 9♦,18,False,J♠,6♥ A♥ 2♠ 3♠ 4♥ 9♦ 8♥ 10♠ 8♣ K♥ J♠,40,1,"h,s",s,s,True,digital,,1,False,loss
Heart54,1782584750.6467826,5,Rob,1,David,3♦ 9♥,12,False,8♥,3♦ 9♥ 5♠ 6♥ K♠ 10♣ 7♦ 9♣ 8♥,42,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782584754.7550845,5,Rob,1,David,3♦ 9♥ 2♠,14,False,8♥,3♦ 9♥ 2♠ 5♠ 6♥ K♠ 10♣ 7♦ 9♣ 8♥,41,1,"h,s",s,h,True,digital,,1,False,loss
Heart54,1782584756.1383371,5,Rob,2,David,5♠ 6♥,11,False,8♥,3♦ 9♥ 2♠ 5♠ 6♥ K♠ 10♣ 7♦ 9♣ 8♥,41,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782584760.3235195,5,David,1,David,K♠ 10♣,20,False,8♥,3♦ 9♥ 2♠ 5♠ 6♥ A♣ K♠ 10♣ 7♦ 9♣ 8♥,40,1,"h,s,d,sp",sp,sp,True,digital,,1,False,win
Heart54,1782584762.169093,5,David,1,David,K♠ 2♦,12,False,8♥,3♦ 9♥ 2♠ 5♠ 6♥ A♣ K♠ 2♦ 10♣ 7♦ 9♣ 8♥,39,1,"h,s,d",h,h,True,digital,,1,False,win
Heart54,1782584771.3183522,5,David,2,David,10♣ 3♣,13,False,8♥,3♦ 9♥ 2♠ 5♠ 6♥ A♣ K♠ 2♦ 9♠ 10♣ 3♣ 7♦ 9♣ 8♥,37,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782584774.8415196,5,David,2,David,10♣ 3♣ 4♣,17,False,8♥,3♦ 9♥ 2♠ 5♠ 6♥ A♣ K♠ 2♦ 9♠ 10♣ 3♣ 4♣ 7♦ 9♣ 8♥,36,1,"h,s",s,s,True,digital,,1,False,loss
Heart54,1782584777.847702,5,David,3,David,7♦ 9♣,16,False,8♥,3♦ 9♥ 2♠ 5♠ 6♥ A♣ K♠ 2♦ 9♠ 10♣ 3♣ 4♣ 7♦ 9♣ 8♥,36,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782584807.797871,6,Rob,1,David,A♥ 8♥,19,True,10♠,A♥ 8♥ 2♥ 9♥ K♦ 3♦ 4♥ 2♦ 10♠,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782584809.932078,6,Rob,2,David,2♥ 9♥,11,False,10♠,A♥ 8♥ 2♥ 9♥ K♦ 3♦ 4♥ 2♦ 10♠,42,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782584821.2825327,6,David,1,David,K♦ 3♦,13,False,10♠,A♥ 8♥ 2♥ 9♥ 9♠ K♦ 3♦ 4♥ 2♦ 10♠,41,1,"h,s,d",h,h,True,digital,,1,False,win
Heart54,1782584824.1131456,6,David,1,David,K♦ 3♦ 2♣,15,False,10♠,A♥ 8♥ 2♥ 9♥ 9♠ K♦ 3♦ 2♣ 4♥ 2♦ 10♠,40,1,"h,s",h,h,True,digital,,1,False,win
Heart54,1782584825.5490298,6,David,1,David,K♦ 3♦ 2♣ 4♦,19,False,10♠,A♥ 8♥ 2♥ 9♥ 9♠ K♦ 3♦ 2♣ 4♦ 4♥ 2♦ 10♠,39,1,"h,s",s,s,True,digital,,1,False,win
Heart54,1782584827.1184976,6,David,2,David,4♥ 2♦,6,False,10♠,A♥ 8♥ 2♥ 9♥ 9♠ K♦ 3♦ 2♣ 4♦ 4♥ 2♦ 10♠,39,1,"h,s,d",h,h,True,digital,,1,False,push
Heart54,1782584828.3299923,6,David,2,David,4♥ 2♦ 6♠,12,False,10♠,A♥ 8♥ 2♥ 9♥ 9♠ K♦ 3♦ 2♣ 4♦ 4♥ 2♦ 6♠ 10♠,38,1,"h,s",h,h,True,digital,,1,False,push
Heart54,1782584830.12575,6,David,2,David,4♥ 2♦ 6♠ 5♠,17,False,10♠,A♥ 8♥ 2♥ 9♥ 9♠ K♦ 3♦ 2♣ 4♦ 4♥ 2♦ 6♠ 5♠ 10♠,37,1,"h,s",s,s,True,digital,,1,False,push
Heart54,1782584920.3972285,7,David,1,Rob,4♦ 9♣,13,False,J♦,10♠ 2♣ 7♦ 6♠ 4♦ 9♣ 5♥ J♣ J♦,42,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782584923.5461867,7,David,1,Rob,4♦ 9♣ 5♠,18,False,J♦,10♠ 2♣ 7♦ 6♠ 4♦ 9♣ 5♠ 5♥ J♣ J♦,41,1,"h,s",s,s,True,digital,,1,False,loss
Heart54,1782584924.7951715,7,David,2,Rob,5♥ J♣,15,False,J♦,10♠ 2♣ 7♦ 6♠ 4♦ 9♣ 5♠ 5♥ J♣ J♦,41,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782584928.9769728,7,Rob,1,Rob,10♠ 2♣,12,False,J♦,10♠ 2♣ 7♦ 6♠ 4♦ 9♣ 5♠ 5♥ J♣ J♠ J♦,40,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782584932.5779636,7,Rob,2,Rob,7♦ 6♠,13,False,J♦,10♠ 2♣ 9♠ 7♦ 6♠ 4♦ 9♣ 5♠ 5♥ J♣ J♠ J♦,39,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782585015.969312,8,Rob,1,David,3♠ K♦,13,False,5♥,3♠ K♦ 6♠ 7♣ K♣ 3♦ 3♣ 9♦ 5♥,42,1,"h,s,d",h,s,True,digital,,1,False,loss
Heart54,1782585021.5304222,8,Rob,2,David,6♠ 7♣,13,False,5♥,3♠ K♦ J♣ 6♠ 7♣ K♣ 3♦ 3♣ 9♦ 5♥,41,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782585022.211933,8,David,1,David,K♣ 3♦,13,False,5♥,3♠ K♦ J♣ 6♠ 7♣ K♣ 3♦ 3♣ 9♦ 5♥,41,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782585023.5697443,8,David,2,David,3♣ 9♦,12,False,5♥,3♠ K♦ J♣ 6♠ 7♣ K♣ 3♦ 3♣ 9♦ 5♥,41,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782585185.4353843,9,David,1,Rob,K♠ 6♦,16,False,10♦,10♠ J♥ J♠ 2♠ K♠ 6♦ 8♣ 7♥ 10♦,42,1,"h,s,d",s,h,True,digital,,1,False,win
Heart54,1782585185.8557897,9,David,2,Rob,8♣ 7♥,15,False,10♦,10♠ J♥ J♠ 2♠ K♠ 6♦ 8♣ 7♥ 10♦,42,1,"h,s,d",s,h,True,digital,,1,False,win
Heart54,1782585194.7613432,9,Rob,1,Rob,10♠ J♥,20,False,10♦,10♠ J♥ J♠ 2♠ K♠ 6♦ 8♣ 7♥ 10♦,42,1,"h,s,d,sp",sp,sp,True,digital,,1,False,win
Heart54,1782585196.7446184,9,Rob,1,Rob,10♠ 4♦,14,False,10♦,10♠ 4♦ J♥ J♠ 2♠ K♠ 6♦ 8♣ 7♥ 10♦,41,1,"h,s,d",h,h,True,digital,,1,False,win
Heart54,1782585197.8118646,9,Rob,1,Rob,10♠ 4♦ 5♠,19,False,10♦,10♠ 4♦ 5♠ J♥ J♠ 2♠ K♠ 6♦ 8♣ 7♥ 10♦,40,1,"h,s",s,s,True,digital,,1,False,win
Heart54,1782585199.2922184,9,Rob,2,Rob,J♥ K♦,20,False,10♦,10♠ 4♦ 5♠ J♥ K♦ J♠ 2♠ K♠ 6♦ 8♣ 7♥ 10♦,39,1,"h,s,d,sp",sp,sp,True,digital,,1,False,win
Heart54,1782585204.1492739,9,Rob,3,Rob,K♦ 8♠,18,False,10♦,10♠ 4♦ 5♠ J♥ A♦ K♦ 8♠ J♠ 2♠ K♠ 6♦ 8♣ 7♥ 10♦,37,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585205.9548683,9,Rob,4,Rob,J♠ 2♠,12,False,10♦,10♠ 4♦ 5♠ J♥ A♦ K♦ 8♠ J♠ 2♠ K♠ 6♦ 8♣ 7♥ 10♦,37,1,"h,s,d",s,h,True,digital,,1,False,win
Heart54,1782585345.8571205,10,Rob,1,David,2♥ J♥,12,False,3♦,2♥ J♥ 7♥ A♠ 3♣ 6♣ 5♣ J♣ 3♦,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782585347.3090987,10,Rob,2,David,7♥ A♠,18,True,3♦,2♥ J♥ 7♥ A♠ 3♣ 6♣ 5♣ J♣ 3♦,42,1,"h,s,d",d,d,True,digital,,1,False,push
Heart54,1782585350.1547348,10,David,1,David,3♣ 6♣,9,False,3♦,2♥ J♥ 7♥ A♠ Q♣ 3♣ 6♣ 5♣ J♣ 3♦,41,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782585351.4293184,10,David,2,David,5♣ J♣,15,False,3♦,2♥ J♥ 7♥ A♠ Q♣ 3♣ 6♣ 2♦ 5♣ J♣ 3♦,40,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782585394.2698078,11,Rob,1,David,3♥ J♣,13,False,Q♣,3♥ J♣ 9♦ 8♣ 10♦ 2♦ A♦ 8♦ Q♣,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782585394.8967776,11,Rob,2,David,9♦ 8♣,17,False,Q♣,3♥ J♣ 9♦ 8♣ 10♦ 2♦ A♦ 8♦ Q♣,42,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782585397.3577442,11,David,1,David,10♦ 2♦,12,False,Q♣,3♥ J♣ 9♦ 8♣ 10♦ 2♦ A♦ 8♦ Q♣,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782585397.8094044,11,David,2,David,A♦ 8♦,19,True,Q♣,3♥ J♣ 9♦ 8♣ 10♦ 2♦ A♦ 8♦ Q♣,42,1,"h,s,d",s,s,True,digital,,1,False,push
Heart54,1782585450.1270707,12,David,1,Rob,J♠ 3♥,13,False,8♠,8♣ 10♥ A♠ 2♣ J♠ 3♥ K♣ Q♥ 8♠,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782585450.7619414,12,David,2,Rob,K♣ Q♥,20,False,8♠,8♣ 10♥ A♠ 2♣ J♠ 3♥ K♣ Q♥ 8♠,42,1,"h,s,d,sp",sp,sp,True,digital,,1,False,loss
Heart54,1782585452.4802501,12,David,2,Rob,K♣ K♥,20,False,8♠,8♣ 10♥ A♠ 2♣ J♠ 3♥ K♣ K♥ Q♥ 8♠,41,1,"h,s,d,sp",sp,sp,True,digital,,1,False,loss
Heart54,1782585456.50646,12,David,2,Rob,K♣ 5♠,15,False,8♠,8♣ 10♥ A♠ 2♣ J♠ 3♥ K♣ 5♠ K♥ Q♥ 8♠,40,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782585460.2584546,12,David,3,Rob,K♥ 2♥,12,False,8♠,8♣ 10♥ A♠ 2♣ J♠ 3♥ K♣ 5♠ K♥ 2♥ Q♥ 8♠,39,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782585469.4766018,12,Rob,1,Rob,8♣ 10♥,18,False,8♠,8♣ 10♥ A♠ 2♣ J♠ 3♥ K♣ 5♠ K♥ 2♥ Q♥ A♦ 8♠,38,1,"h,s,d",s,s,True,digital,,1,False,push
Heart54,1782585473.0116181,12,Rob,2,Rob,A♠ 2♣,13,True,8♠,8♣ 10♥ A♠ 2♣ J♠ 3♥ K♣ 5♠ K♥ 2♥ Q♥ A♦ 8♠,38,1,"h,s,d",h,h,True,digital,,1,False,win
Heart54,1782585474.0125852,12,Rob,2,Rob,A♠ 2♣ 10♠,13,False,8♠,8♣ 10♥ A♠ 2♣ 10♠ J♠ 3♥ K♣ 5♠ K♥ 2♥ Q♥ A♦ 8♠,37,1,"h,s",h,h,True,digital,,1,False,win
Heart54,1782585475.298342,12,Rob,2,Rob,A♠ 2♣ 10♠ 6♠,19,False,8♠,8♣ 10♥ A♠ 2♣ 10♠ 6♠ J♠ 3♥ K♣ 5♠ K♥ 2♥ Q♥ A♦ 8♠,36,1,"h,s",s,s,True,digital,,1,False,win
Heart54,1782585496.3186193,13,David,1,Rob,8♥ 10♦,18,False,8♠,3♦ 5♠ A♥ 2♥ 8♥ 10♦ 8♦ 10♣ 8♠,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585497.6100914,13,David,2,Rob,8♦ 10♣,18,False,8♠,3♦ 5♠ A♥ 2♥ 8♥ 10♦ 8♦ 10♣ 8♠,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585506.4443588,13,Rob,1,Rob,3♦ 5♠,8,False,8♠,3♦ 5♠ A♥ 2♥ 8♥ 10♦ 8♦ 10♣ 8♠,42,1,"h,s,d",d,h,True,digital,,1,False,loss
Heart54,1782585507.5172825,13,Rob,2,Rob,A♥ 2♥,13,True,8♠,3♦ 5♠ 8♣ A♥ 2♥ 8♥ 10♦ 8♦ 10♣ 8♠,41,1,"h,s,d",h,h,True,digital,,1,False,win
Heart54,1782585509.333664,13,Rob,2,Rob,A♥ 2♥ 3♠,16,True,8♠,3♦ 5♠ 8♣ A♥ 2♥ 3♠ 8♥ 10♦ 8♦ 10♣ 8♠,40,1,"h,s",h,h,True,digital,,1,False,win
Heart54,1782585510.8475716,13,Rob,2,Rob,A♥ 2♥ 3♠ 4♠,20,True,8♠,3♦ 5♠ 8♣ A♥ 2♥ 3♠ 4♠ 8♥ 10♦ 8♦ 10♣ 8♠,39,1,"h,s",s,s,True,digital,,1,False,win
Heart54,1782585558.0246558,14,Rob,1,David,Q♠ 4♣,14,False,3♣,Q♠ 4♣ 7♥ 8♣ J♣ Q♦ 6♦ 8♦ 3♣,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585558.655349,14,Rob,2,David,7♥ 8♣,15,False,3♣,Q♠ 4♣ 7♥ 8♣ J♣ Q♦ 6♦ 8♦ 3♣,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585561.0227692,14,David,1,David,J♣ Q♦,20,False,3♣,Q♠ 4♣ 7♥ 8♣ J♣ Q♦ 6♦ 8♦ 3♣,42,1,"h,s,d,sp",sp,sp,True,digital,,1,False,win
Heart54,1782585566.7152,14,David,3,David,6♦ 8♦,14,False,3♣,Q♠ 4♣ 7♥ 8♣ J♣ A♠ Q♦ A♥ 6♦ 8♦ 3♣,40,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585620.6369278,15,David,1,Rob,8♠ J♣,18,False,6♣,8♣ 8♦ 9♠ 4♣ 8♠ J♣ 6♠ A♣ 6♣,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585622.3995342,15,David,2,Rob,6♠ A♣,17,True,6♣,8♣ 8♦ 9♠ 4♣ 8♠ J♣ 6♠ A♣ 6♣,42,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782585624.7333784,15,Rob,1,Rob,8♣ 8♦,16,False,6♣,8♣ 8♦ 9♠ 4♣ 8♠ J♣ 6♠ A♣ Q♥ 6♣,41,1,"h,s,d,sp",sp,sp,True,digital,,1,False,win
Heart54,1782585625.896322,15,Rob,1,Rob,8♣ K♦,18,False,6♣,8♣ K♦ 8♦ 9♠ 4♣ 8♠ J♣ 6♠ A♣ Q♥ 6♣,40,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585627.1716573,15,Rob,2,Rob,8♦ 2♥,10,False,6♣,8♣ K♦ 8♦ 2♥ 9♠ 4♣ 8♠ J♣ 6♠ A♣ Q♥ 6♣,39,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782585629.2418618,15,Rob,3,Rob,9♠ 4♣,13,False,6♣,8♣ K♦ 8♦ 2♥ 5♠ 9♠ 4♣ 8♠ J♣ 6♠ A♣ Q♥ 6♣,38,1,"h,s,d",h,s,True,digital,,1,False,win
Heart54,1782585685.6569438,16,Rob,1,David,K♥ K♦,20,False,Q♥,K♥ K♦ 3♦ K♠ 2♦ Q♦ 2♥ 9♣ Q♥,42,1,"h,s,d,sp",sp,sp,True,digital,,1,False,loss
Heart54,1782585693.64764,16,Rob,1,David,K♥ 8♠,18,False,Q♥,K♥ 8♠ K♦ 3♦ K♠ 2♦ Q♦ 2♥ 9♣ Q♥,41,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782585699.5722294,16,Rob,2,David,K♦ 5♣,15,False,Q♥,K♥ 8♠ K♦ 5♣ 3♦ K♠ 2♦ Q♦ 2♥ 9♣ Q♥,40,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782585702.1342695,16,Rob,3,David,3♦ K♠,13,False,Q♥,K♥ 8♠ K♦ 5♣ 3♦ K♠ 2♦ Q♦ 2♥ 9♣ Q♥,40,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782585705.0090811,16,David,1,David,2♦ Q♦,12,False,Q♥,K♥ 8♠ K♦ 5♣ 3♦ K♠ 2♦ Q♦ 2♥ 9♣ Q♥,40,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782585707.4268732,16,David,2,David,2♥ 9♣,11,False,Q♥,K♥ 8♠ K♦ 5♣ 3♦ K♠ 2♦ Q♦ J♣ 2♥ 9♣ Q♥,39,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782585744.3159926,17,David,1,Rob,8♦ 9♠,17,False,10♠,A♦ K♥ A♥ 4♠ 8♦ 9♠ 4♣ 6♥ 10♠,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585745.054211,17,David,2,Rob,4♣ 6♥,10,False,10♠,A♦ K♥ A♥ 4♠ 8♦ 9♠ 4♣ 6♥ 10♠,42,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782585749.5209947,17,Rob,2,Rob,A♥ 4♠,15,True,10♠,A♦ K♥ A♥ 4♠ 8♦ 9♠ 4♣ 6♥ 3♣ 10♠,41,1,"h,s,d",h,h,True,digital,,1,False,win
Heart54,1782585759.770532,17,Rob,2,Rob,A♥ 4♠ A♠,16,True,10♠,A♦ K♥ A♥ 4♠ A♠ 8♦ 9♠ 4♣ 6♥ 3♣ 10♠,40,1,"h,s",h,h,True,digital,,1,False,win
Heart54,1782585773.572931,17,Rob,2,Rob,A♥ 4♠ A♠ 2♦,18,True,10♠,A♦ K♥ A♥ 4♠ A♠ 2♦ 8♦ 9♠ 4♣ 6♥ 3♣ 10♠,39,1,"h,s",s,h,True,digital,,1,False,win
Heart54,1782585942.9091043,18,Rob,1,David,6♦ 5♦,11,False,3♦,6♦ 5♦ 9♦ 10♣ Q♠ Q♥ 3♥ J♦ 3♦,42,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782585944.3696058,18,Rob,2,David,9♦ 10♣,19,False,3♦,6♦ 5♦ A♦ 9♦ 10♣ Q♠ Q♥ 3♥ J♦ 3♦,41,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585947.7732842,18,David,1,David,Q♠ Q♥,20,False,3♦,6♦ 5♦ A♦ 9♦ 10♣ Q♠ Q♥ 3♥ J♦ 3♦,41,1,"h,s,d,sp",sp,sp,True,digital,,1,False,win
Heart54,1782585950.5404453,18,David,1,David,Q♠ 4♣,14,False,3♦,6♦ 5♦ A♦ 9♦ 10♣ Q♠ 4♣ Q♥ 3♥ J♦ 3♦,40,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585953.0333242,18,David,2,David,Q♥ 6♣,16,False,3♦,6♦ 5♦ A♦ 9♦ 10♣ Q♠ 4♣ Q♥ 6♣ 3♥ J♦ 3♦,39,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782585954.5987813,18,David,3,David,3♥ J♦,13,False,3♦,6♦ 5♦ A♦ 9♦ 10♣ Q♠ 4♣ Q♥ 6♣ 3♥ J♦ 3♦,39,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782586127.5855362,19,David,1,Rob,9♠ Q♦,19,False,J♣,9♥ 6♦ 4♣ 8♦ 9♠ Q♦ 2♦ 8♠ J♣,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782586128.294372,19,David,2,Rob,2♦ 8♠,10,False,J♣,9♥ 6♦ 4♣ 8♦ 9♠ Q♦ 2♦ 8♠ J♣,42,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782586134.2948751,19,Rob,1,Rob,9♥ 6♦,15,False,J♣,9♥ 6♦ 4♣ 8♦ 9♠ Q♦ 2♦ 8♠ 6♥ J♣,41,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782586134.998727,19,Rob,2,Rob,4♣ 8♦,12,False,J♣,9♥ 6♦ 4♣ 8♦ 9♠ Q♦ 2♦ 8♠ 6♥ J♣,41,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782586139.429895,19,Rob,2,Rob,4♣ 8♦ 2♠,14,False,J♣,9♥ 6♦ 4♣ 8♦ 2♠ 9♠ Q♦ 2♦ 8♠ 6♥ J♣,40,1,"h,s",s,h,True,digital,,1,False,loss
Heart54,1782586187.74863,20,David,1,Rob,8♥ 7♠,15,False,J♥,K♦ 8♦ 4♦ Q♦ 8♥ 7♠ 8♠ K♣ J♥,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782586188.4913893,20,David,2,Rob,8♠ K♣,18,False,J♥,K♦ 8♦ 4♦ Q♦ 8♥ 7♠ 8♠ K♣ J♥,42,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782586191.3790457,20,Rob,1,Rob,K♦ 8♦,18,False,J♥,K♦ 8♦ 4♦ Q♦ 8♥ 7♠ 8♠ K♣ J♥,42,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782586192.0679436,20,Rob,2,Rob,4♦ Q♦,14,False,J♥,K♦ 8♦ 4♦ Q♦ 8♥ 7♠ 8♠ K♣ J♥,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782586319.6211047,21,Rob,1,David,9♠ 8♦,17,False,9♦,9♠ 8♦ 5♠ Q♣ 7♥ 9♥ 4♠ A♠ 9♦,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782586324.160051,21,Rob,2,David,5♠ Q♣,15,False,9♦,9♠ 8♦ 5♠ Q♣ 7♥ 9♥ 4♠ A♠ 9♦,42,1,"h,s,d",s,h,True,digital,,1,False,win
